Task_ID,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
T1835,Grading,Rainy,Intermediate,10,43.4,67.8
T1836,Material Loading,Sunny,Intermediate,2,33.3,38.8
T1837,Earth Excavation,Sunny,Intermediate,6,60.5,68.4
T1838,Trenching,Sunny,Intermediate,6,46.7,48.9
T1839,Demolition,Sunny,Intermediate,9,94.5,102.7
T1840,Earth Excavation,Sunny,Expert,9,61.7,67.5
T1841,Trenching,Windy,Intermediate,5,49.1,65.3
T1842,Trenching,Windy,Intermediate,5,49.4,52.3
T1843,Trenching,Sunny,Beginner,9,45.2,58.8
T1844,Material Loading,Sunny,Intermediate,8,31.5,38.7
T1845,Demolition,Sunny,Expert,7,93.4,93.6
T1846,Earth Excavation,Sunny,Intermediate,8,67.4,78.3
T1847,Earth Excavation,Windy,Expert,6,65.0,77.0
T1848,Earth Excavation,Sunny,Intermediate,3,54.5,56.2
T1849,Demolition,Cloudy,Beginner,7,92.6,108.7
T1850,Material Loading,Sunny,Beginner,8,35.4,53.3
T1851,Trenching,Windy,Intermediate,8,46.6,60.0
T1852,Grading,Sunny,Intermediate,1,32.9,36.0
T1853,Demolition,Cloudy,Expert,7,91.3,95.0
T1854,Grading,Sunny,Intermediate,3,35.6,39.0
T1855,Demolition,Rainy,Intermediate,2,88.1,107.0
T1856,Earth Excavation,Sunny,Intermediate,2,63.0,65.8
T1857,Grading,Sunny,Intermediate,8,36.4,36.7
T1858,Material Loading,Windy,Intermediate,9,31.4,41.2
T1859,Grading,Windy,Beginner,3,35.3,53.5
T1860,Grading,Windy,Intermediate,3,40.9,52.3
T1861,Grading,Rainy,Beginner,6,39.6,64.2
T1862,Material Loading,Cloudy,Intermediate,10,36.8,43.2
T1863,Earth Excavation,Sunny,Beginner,1,61.4,72.7
T1864,Material Loading,Sunny,Intermediate,6,30.2,39.7
T1865,Demolition,Sunny,Intermediate,3,89.6,99.3
T1866,Demolition,Cloudy,Expert,4,89.6,90.1
T1867,Earth Excavation,Sunny,Intermediate,9,67.8,67.4
T1868,Earth Excavation,Sunny,Intermediate,3,62.4,63.0
T1869,Earth Excavation,Rainy,Intermediate,1,55.5,65.9
T1870,Grading,Cloudy,Beginner,3,40.9,51.0
T1871,Grading,Sunny,Expert,7,37.5,39.5
T1872,Earth Excavation,Sunny,Beginner,7,65.5,75.8
T1873,Material Loading,Sunny,Expert,5,35.7,31.9
T1874,Grading,Sunny,Expert,1,27.8,21.4
T1875,Grading,Sunny,Intermediate,8,40.4,50.5
T1876,Material Loading,Cloudy,Intermediate,10,34.2,53.5
T1877,Material Loading,Rainy,Intermediate,8,26.7,49.5
T1878,Material Loading,Cloudy,Intermediate,10,31.6,43.8
T1879,Trenching,Sunny,Intermediate,10,48.6,54.8
T1880,Material Loading,Cloudy,Beginner,10,37.5,53.0
T1881,Grading,Sunny,Beginner,2,35.5,51.9
T1882,Demolition,Rainy,Intermediate,10,95.4,109.4
T1883,Material Loading,Cloudy,Intermediate,3,30.4,43.1
T1884,Grading,Sunny,Expert,4,40.3,43.5
T1885,Earth Excavation,Sunny,Beginner,1,62.1,75.9
T1886,Material Loading,Windy,Expert,4,32.5,37.8
T1887,Earth Excavation,Sunny,Intermediate,5,59.1,66.1
T1888,Earth Excavation,Cloudy,Intermediate,3,61.9,66.9
T1889,Grading,Sunny,Intermediate,10,48.3,57.7
T1890,Demolition,Cloudy,Intermediate,2,93.4,104.8
T1891,Earth Excavation,Sunny,Intermediate,6,60.8,68.8
T1892,Trenching,Sunny,Intermediate,8,54.6,67.7
T1893,Grading,Rainy,Expert,7,36.1,51.5
T1894,Earth Excavation,Sunny,Intermediate,1,62.6,65.5
T1895,Material Loading,Sunny,Intermediate,4,31.9,43.0
T1896,Grading,Sunny,Expert,3,37.0,34.6
T1897,Material Loading,Sunny,Expert,6,33.7,36.6
T1898,Earth Excavation,Sunny,Intermediate,9,63.8,66.7
T1899,Trenching,Sunny,Intermediate,9,48.3,60.1
T1900,Grading,Windy,Expert,7,34.5,39.4
T1901,Material Loading,Sunny,Intermediate,9,31.1,39.0
T1902,Earth Excavation,Rainy,Intermediate,8,65.0,78.9
T1903,Grading,Sunny,Intermediate,5,35.5,44.0
T1904,Earth Excavation,Sunny,Expert,9,61.8,64.1
T1905,Grading,Windy,Beginner,7,47.0,65.8
T1906,Earth Excavation,Sunny,Expert,5,70.0,74.5
T1907,Demolition,Windy,Beginner,8,95.7,109.2
T1908,Trenching,Sunny,Expert,7,50.7,47.4
T1909,Trenching,Cloudy,Intermediate,9,47.1,62.0
T1910,Earth Excavation,Rainy,Intermediate,10,61.4,81.9
T1911,Trenching,Windy,Expert,1,44.5,47.5
T1912,Demolition,Rainy,Intermediate,9,94.5,119.3
T1913,Demolition,Rainy,Intermediate,7,95.6,119.8
T1914,Trenching,Sunny,Beginner,1,40.0,57.1
T1915,Trenching,Sunny,Beginner,1,51.9,64.5
T1916,Grading,Windy,Intermediate,5,38.2,53.5
T1917,Demolition,Sunny,Intermediate,8,89.3,92.8
T1918,Material Loading,Sunny,Beginner,9,35.0,58.5
T1919,Trenching,Cloudy,Beginner,6,45.3,55.3
T1920,Trenching,Sunny,Intermediate,10,47.1,58.0
T1921,Grading,Windy,Intermediate,8,35.8,50.4
T1922,Earth Excavation,Cloudy,Expert,6,62.2,70.2
T1923,Material Loading,Rainy,Intermediate,6,39.3,51.5
T1924,Trenching,Windy,Beginner,4,47.3,60.3
T1925,Grading,Sunny,Expert,5,39.6,30.7
T1926,Earth Excavation,Sunny,Intermediate,2,63.8,65.1
T1927,Material Loading,Rainy,Expert,3,31.1,40.7
T1928,Material Loading,Sunny,Expert,3,28.0,29.7
T1929,Material Loading,Cloudy,Expert,5,27.7,28.3
T1930,Earth Excavation,Windy,Intermediate,5,61.3,73.7
T1931,Material Loading,Sunny,Expert,6,36.4,39.4
T1932,Material Loading,Sunny,Expert,5,35.3,31.9
T1933,Material Loading,Windy,Intermediate,6,33.8,54.2
T1934,Material Loading,Sunny,Intermediate,8,35.2,46.1
T1935,Material Loading,Rainy,Intermediate,2,30.6,44.0
T1936,Grading,Sunny,Beginner,4,35.6,47.4
T1937,Earth Excavation,Windy,Intermediate,6,60.8,80.2
T1938,Grading,Rainy,Intermediate,5,33.1,59.7
T1939,Material Loading,Cloudy,Intermediate,1,35.9,41.3
T1940,Earth Excavation,Cloudy,Intermediate,9,65.0,78.3
T1941,Earth Excavation,Sunny,Intermediate,3,60.2,67.0
T1942,Trenching,Sunny,Intermediate,2,51.5,61.9
T1943,Grading,Cloudy,Expert,9,45.5,51.0
T1944,Grading,Sunny,Intermediate,7,46.7,57.4
T1945,Grading,Cloudy,Intermediate,5,36.8,49.2
T1946,Material Loading,Windy,Beginner,6,33.3,60.2
T1947,Trenching,Rainy,Intermediate,4,49.0,65.1
T1948,Earth Excavation,Cloudy,Expert,1,65.5,69.9
T1949,Trenching,Cloudy,Expert,4,47.2,52.7
T1950,Trenching,Cloudy,Intermediate,9,46.5,54.9
T1951,Earth Excavation,Sunny,Expert,1,58.2,52.0
T1952,Earth Excavation,Sunny,Beginner,10,68.5,85.9
T1953,Material Loading,Sunny,Intermediate,3,33.4,40.0
T1954,Grading,Cloudy,Beginner,5,37.0,49.7
T1955,Demolition,Rainy,Expert,7,92.8,107.2
T1956,Demolition,Cloudy,Intermediate,9,94.0,102.4
T1957,Material Loading,Sunny,Intermediate,6,36.7,44.1
T1958,Trenching,Cloudy,Expert,3,44.1,41.7
T1959,Material Loading,Sunny,Intermediate,7,29.9,32.1
T1960,Grading,Cloudy,Beginner,4,42.5,56.8
T1961,Earth Excavation,Rainy,Expert,3,61.6,67.5
T1962,Trenching,Sunny,Intermediate,7,48.3,54.7
T1963,Grading,Sunny,Beginner,7,40.5,46.7
T1964,Trenching,Cloudy,Intermediate,4,44.0,45.7
T1965,Material Loading,Rainy,Intermediate,7,35.8,53.2
T1966,Material Loading,Sunny,Beginner,2,29.9,47.4
T1967,Earth Excavation,Windy,Intermediate,1,63.9,73.7
T1968,Trenching,Cloudy,Beginner,2,41.4,57.6
T1969,Trenching,Windy,Intermediate,4,48.4,57.8
T1970,Earth Excavation,Sunny,Expert,8,63.3,65.8
T1971,Earth Excavation,Rainy,Expert,3,59.4,69.2
T1972,Grading,Windy,Intermediate,10,42.3,56.9
T1973,Earth Excavation,Rainy,Intermediate,6,62.6,82.3
T1974,Material Loading,Cloudy,Expert,6,34.4,37.6
T1975,Trenching,Sunny,Intermediate,9,53.3,59.1
T1976,Demolition,Sunny,Intermediate,9,96.9,109.9
T1977,Earth Excavation,Sunny,Expert,4,58.8,62.7
T1978,Trenching,Sunny,Expert,9,47.9,51.4
T1979,Demolition,Sunny,Expert,6,94.4,94.2
T1980,Grading,Sunny,Expert,2,38.4,38.0
T1981,Earth Excavation,Windy,Intermediate,10,63.8,82.8
T1982,Grading,Sunny,Intermediate,6,38.6,46.9
T1983,Trenching,Cloudy,Intermediate,2,46.6,57.8
T1984,Material Loading,Cloudy,Intermediate,8,35.0,42.6
T1985,Earth Excavation,Rainy,Intermediate,4,58.5,73.6
T1986,Earth Excavation,Sunny,Expert,5,58.3,64.4
T1987,Grading,Cloudy,Expert,8,32.2,32.2
T1988,Material Loading,Rainy,Intermediate,8,34.3,58.0
T1989,Trenching,Cloudy,Expert,6,43.9,44.9
T1990,Grading,Cloudy,Expert,4,43.4,43.7
T1991,Grading,Windy,Intermediate,1,37.5,42.5
T1992,Earth Excavation,Rainy,Intermediate,7,60.0,73.9
T1993,Material Loading,Sunny,Intermediate,8,37.4,51.1
T1994,Earth Excavation,Cloudy,Intermediate,9,67.9,71.5
T1995,Grading,Sunny,Beginner,2,39.7,56.1
T1996,Material Loading,Windy,Intermediate,1,28.1,34.3
T1997,Demolition,Sunny,Intermediate,4,94.1,98.3
T1998,Earth Excavation,Sunny,Intermediate,5,66.2,71.9
T1999,Earth Excavation,Cloudy,Expert,10,69.7,82.4
T2000,Trenching,Rainy,Beginner,1,40.9,59.1
T2001,Earth Excavation,Sunny,Expert,5,61.8,63.5
T2002,Earth Excavation,Rainy,Intermediate,6,60.5,72.4
T2003,Demolition,Cloudy,Beginner,3,97.1,98.5
T2004,Earth Excavation,Sunny,Expert,7,65.0,69.7
T2005,Earth Excavation,Cloudy,Intermediate,6,65.7,77.2
T2006,Grading,Sunny,Intermediate,4,38.4,48.9
T2007,Trenching,Cloudy,Expert,3,47.6,46.6
T2008,Grading,Cloudy,Intermediate,5,34.9,37.7
T2009,Earth Excavation,Sunny,Intermediate,3,60.2,75.0
T2010,Material Loading,Sunny,Beginner,10,35.2,38.8
T2011,Earth Excavation,Sunny,Expert,9,62.6,67.3
T2012,Earth Excavation,Cloudy,Intermediate,9,62.0,74.4
T2013,Demolition,Rainy,Intermediate,6,92.4,104.2
T2014,Earth Excavation,Cloudy,Intermediate,6,61.2,68.0
T2015,Material Loading,Sunny,Intermediate,4,32.1,34.4
T2016,Trenching,Sunny,Expert,4,45.7,44.1
T2017,Trenching,Sunny,Intermediate,2,43.9,50.3
T2018,Demolition,Sunny,Intermediate,10,92.2,97.2
T2019,Earth Excavation,Rainy,Intermediate,4,62.0,78.2
T2020,Material Loading,Cloudy,Expert,8,36.7,40.1
T2021,Demolition,Cloudy,Intermediate,10,97.0,102.3
T2022,Material Loading,Sunny,Expert,2,26.4,23.9
T2023,Demolition,Windy,Expert,9,97.1,105.9
T2024,Earth Excavation,Cloudy,Intermediate,1,62.4,69.5
T2025,Trenching,Windy,Intermediate,2,48.7,55.5
T2026,Earth Excavation,Rainy,Intermediate,2,64.3,69.3
T2027,Grading,Sunny,Expert,6,35.8,29.5
T2028,Demolition,Sunny,Intermediate,7,92.6,96.8
T2029,Earth Excavation,Cloudy,Intermediate,3,66.9,72.7
T2030,Material Loading,Sunny,Expert,9,39.7,39.8
T2031,Earth Excavation,Sunny,Intermediate,5,62.3,68.6
T2032,Material Loading,Rainy,Intermediate,5,34.3,58.5
T2033,Material Loading,Rainy,Intermediate,4,34.1,47.2
T2034,Demolition,Rainy,Beginner,9,99.8,124.7
T2035,Material Loading,Sunny,Expert,8,35.0,27.3
T2036,Trenching,Sunny,Beginner,4,43.4,57.6
T2037,Earth Excavation,Rainy,Intermediate,4,60.6,82.4
T2038,Earth Excavation,Windy,Expert,2,70.4,73.7
T2039,Earth Excavation,Cloudy,Intermediate,9,60.7,74.1
T2040,Earth Excavation,Windy,Expert,3,61.7,65.3
T2041,Demolition,Cloudy,Expert,4,98.9,106.6
T2042,Material Loading,Rainy,Intermediate,7,31.1,46.7
T2043,Material Loading,Sunny,Beginner,10,26.8,35.1
T2044,Earth Excavation,Cloudy,Expert,8,56.4,60.6
T2045,Demolition,Rainy,Intermediate,8,91.6,95.2
T2046,Grading,Rainy,Beginner,4,31.7,49.7
T2047,Earth Excavation,Rainy,Expert,7,66.6,81.7
T2048,Grading,Rainy,Beginner,10,40.8,66.6
T2049,Material Loading,Sunny,Expert,1,24.1,22.6
T2050,Earth Excavation,Rainy,Beginner,6,58.2,81.8
T2051,Trenching,Sunny,Beginner,6,51.7,63.4
T2052,Material Loading,Cloudy,Intermediate,6,33.6,41.0
T2053,Earth Excavation,Sunny,Expert,2,65.3,59.6
T2054,Demolition,Sunny,Intermediate,8,97.4,108.0
T2055,Grading,Sunny,Expert,5,34.0,33.7
T2056,Material Loading,Cloudy,Intermediate,5,35.1,42.2
T2057,Material Loading,Sunny,Intermediate,2,32.7,34.3
T2058,Trenching,Sunny,Intermediate,4,41.1,53.4
T2059,Material Loading,Rainy,Intermediate,9,30.4,54.6
T2060,Material Loading,Sunny,Intermediate,9,41.8,47.8
T2061,Earth Excavation,Windy,Intermediate,6,60.2,70.2
T2062,Material Loading,Windy,Intermediate,9,35.7,47.7
T2063,Grading,Rainy,Expert,4,36.4,44.9
T2064,Trenching,Sunny,Intermediate,1,46.1,43.7
T2065,Earth Excavation,Cloudy,Expert,2,60.6,60.3
T2066,Grading,Sunny,Beginner,1,38.4,53.0
T2067,Earth Excavation,Rainy,Intermediate,8,66.8,85.1
T2068,Earth Excavation,Sunny,Intermediate,9,64.9,76.7
T2069,Earth Excavation,Windy,Intermediate,10,62.3,74.6
T2070,Trenching,Sunny,Intermediate,6,46.3,51.1
T2071,Grading,Rainy,Intermediate,2,31.3,43.5
T2072,Material Loading,Cloudy,Intermediate,6,32.0,40.7
T2073,Earth Excavation,Rainy,Expert,9,59.2,71.4
T2074,Demolition,Sunny,Intermediate,3,92.2,104.9
T2075,Demolition,Windy,Expert,9,95.4,94.8
T2076,Demolition,Rainy,Intermediate,2,94.0,115.3
T2077,Earth Excavation,Rainy,Intermediate,5,58.8,71.5
T2078,Trenching,Sunny,Intermediate,2,42.5,39.0
T2079,Demolition,Rainy,Intermediate,7,98.1,119.0
T2080,Grading,Sunny,Intermediate,10,35.9,47.7
T2081,Earth Excavation,Sunny,Intermediate,9,70.7,83.3
T2082,Earth Excavation,Sunny,Beginner,7,60.7,68.8
T2083,Material Loading,Cloudy,Intermediate,5,29.7,33.4
T2084,Demolition,Sunny,Beginner,4,94.5,107.3
T2085,Material Loading,Sunny,Intermediate,4,33.6,38.8
T2086,Material Loading,Rainy,Intermediate,10,39.9,59.8
T2087,Earth Excavation,Cloudy,Expert,8,58.3,62.1
T2088,Material Loading,Sunny,Expert,10,36.6,42.1
T2089,Grading,Rainy,Beginner,10,39.9,59.0
T2090,Trenching,Sunny,Expert,10,46.8,49.9
T2091,Grading,Sunny,Expert,10,45.6,55.2
T2092,Demolition,Sunny,Intermediate,10,95.7,104.7
T2093,Earth Excavation,Cloudy,Intermediate,1,60.3,66.4
T2094,Material Loading,Sunny,Expert,5,33.9,33.6
T2095,Trenching,Sunny,Intermediate,2,40.8,47.6
T2096,Grading,Sunny,Expert,9,35.8,39.8
T2097,Material Loading,Cloudy,Beginner,7,32.5,52.1
T2098,Material Loading,Sunny,Intermediate,10,35.9,38.1
T2099,Grading,Sunny,Intermediate,8,42.8,52.3
T2100,Trenching,Sunny,Intermediate,6,45.3,54.1
T2101,Demolition,Sunny,Expert,9,91.2,98.0
T2102,Material Loading,Rainy,Expert,6,34.5,44.5
T2103,Earth Excavation,Rainy,Intermediate,7,63.1,76.5
T2104,Grading,Sunny,Beginner,7,32.7,52.1
T2105,Grading,Sunny,Expert,9,36.7,41.2
T2106,Trenching,Sunny,Intermediate,8,48.5,60.8
T2107,Demolition,Sunny,Intermediate,1,90.0,88.3
T2108,Demolition,Sunny,Intermediate,4,92.3,99.1
T2109,Earth Excavation,Cloudy,Expert,7,59.6,59.0
T2110,Demolition,Windy,Expert,8,93.6,98.6
T2111,Earth Excavation,Windy,Intermediate,7,66.3,80.0
T2112,Earth Excavation,Cloudy,Intermediate,3,52.8,58.2
T2113,Earth Excavation,Rainy,Expert,4,61.2,69.8
T2114,Demolition,Cloudy,Intermediate,7,88.5,97.7
T2115,Material Loading,Sunny,Intermediate,8,33.9,33.6
T2116,Earth Excavation,Cloudy,Intermediate,7,59.0,64.7
T2117,Trenching,Rainy,Expert,6,48.4,57.7
T2118,Material Loading,Rainy,Intermediate,9,39.4,60.4
T2119,Earth Excavation,Cloudy,Intermediate,9,61.6,72.6
T2120,Demolition,Sunny,Intermediate,7,91.0,90.5
T2121,Grading,Sunny,Intermediate,8,37.6,47.9
T2122,Material Loading,Windy,Intermediate,6,34.0,48.8
T2123,Demolition,Sunny,Beginner,1,87.4,94.7
T2124,Trenching,Rainy,Intermediate,1,44.4,52.8
T2125,Demolition,Windy,Intermediate,6,91.0,106.5
T2126,Material Loading,Rainy,Beginner,2,29.6,43.1
T2127,Material Loading,Rainy,Beginner,8,35.0,49.3
T2128,Earth Excavation,Sunny,Expert,1,62.2,58.8
T2129,Demolition,Sunny,Expert,2,86.6,89.4
T2130,Trenching,Cloudy,Intermediate,8,50.0,63.4
T2131,Earth Excavation,Rainy,Expert,6,72.4,82.9
T2132,Earth Excavation,Rainy,Intermediate,10,69.6,83.5
T2133,Material Loading,Sunny,Expert,2,29.1,28.3
T2134,Material Loading,Sunny,Intermediate,2,31.4,36.8
T2135,Grading,Windy,Intermediate,7,38.4,51.9
T2136,Demolition,Sunny,Beginner,5,93.9,113.2
T2137,Earth Excavation,Rainy,Intermediate,5,61.2,74.0
T2138,Grading,Sunny,Expert,8,38.2,36.4
T2139,Earth Excavation,Cloudy,Intermediate,7,61.3,72.3
T2140,Demolition,Windy,Intermediate,9,97.8,111.8
T2141,Grading,Rainy,Beginner,4,37.9,57.5
T2142,Material Loading,Sunny,Expert,10,36.0,41.2
T2143,Grading,Rainy,Intermediate,4,40.7,59.6
T2144,Trenching,Cloudy,Intermediate,2,49.7,55.9
T2145,Material Loading,Sunny,Expert,3,34.6,29.4
T2146,Grading,Cloudy,Beginner,1,39.1,49.6
T2147,Trenching,Cloudy,Intermediate,1,50.2,57.9
T2148,Trenching,Windy,Expert,7,45.6,50.0
T2149,Material Loading,Rainy,Intermediate,5,31.6,42.6
T2150,Grading,Sunny,Intermediate,3,38.6,39.6
T2151,Trenching,Sunny,Intermediate,7,45.8,61.5
T2152,Earth Excavation,Sunny,Expert,2,59.9,63.8
T2153,Grading,Windy,Beginner,3,37.1,56.5
T2154,Grading,Cloudy,Expert,1,34.8,34.1
T2155,Earth Excavation,Cloudy,Expert,8,64.2,71.0
T2156,Earth Excavation,Sunny,Intermediate,2,57.6,66.4
T2157,Earth Excavation,Sunny,Expert,7,63.4,73.7
T2158,Trenching,Cloudy,Intermediate,9,49.9,61.0
T2159,Trenching,Rainy,Intermediate,6,52.8,71.9
T2160,Grading,Sunny,Expert,2,35.2,32.1
T2161,Material Loading,Rainy,Expert,2,29.0,32.1
T2162,Material Loading,Sunny,Beginner,9,36.6,58.8
T2163,Trenching,Sunny,Intermediate,10,40.5,54.4
T2164,Grading,Rainy,Intermediate,8,38.0,54.7
T2165,Material Loading,Sunny,Intermediate,9,33.0,45.4
T2166,Demolition,Windy,Intermediate,4,92.8,98.9
T2167,Material Loading,Sunny,Beginner,4,35.7,47.9
T2168,Earth Excavation,Sunny,Intermediate,2,65.7,79.5
T2169,Material Loading,Sunny,Intermediate,10,35.7,51.5
T2170,Trenching,Cloudy,Intermediate,1,40.8,50.8
T2171,Grading,Sunny,Expert,10,38.5,37.0
T2172,Earth Excavation,Rainy,Expert,4,60.8,77.3
T2173,Earth Excavation,Sunny,Intermediate,10,66.1,76.6
T2174,Demolition,Sunny,Intermediate,10,95.2,109.2
T2175,Earth Excavation,Sunny,Intermediate,8,61.9,75.6
T2176,Grading,Cloudy,Intermediate,2,32.2,39.5
T2177,Earth Excavation,Windy,Intermediate,8,61.4,71.4
T2178,Material Loading,Sunny,Expert,1,27.8,28.7
T2179,Grading,Rainy,Beginner,1,40.4,68.4
T2180,Material Loading,Windy,Beginner,4,29.7,52.4
T2181,Trenching,Sunny,Beginner,7,48.7,60.9
T2182,Earth Excavation,Cloudy,Intermediate,9,67.4,84.1
T2183,Earth Excavation,Sunny,Beginner,5,63.1,85.3
T2184,Trenching,Windy,Expert,2,42.7,44.4
T2185,Material Loading,Cloudy,Intermediate,7,36.5,43.3
T2186,Demolition,Windy,Beginner,2,92.1,116.1
T2187,Demolition,Cloudy,Intermediate,9,87.9,94.1
T2188,Grading,Sunny,Expert,9,43.2,35.8
T2189,Grading,Windy,Intermediate,3,39.1,53.2
T2190,Material Loading,Sunny,Intermediate,8,35.0,42.5
T2191,Earth Excavation,Sunny,Expert,4,66.9,57.2
T2192,Demolition,Cloudy,Intermediate,3,94.1,98.0
T2193,Material Loading,Cloudy,Intermediate,1,33.9,34.7
T2194,Material Loading,Windy,Intermediate,5,35.6,50.4
T2195,Earth Excavation,Sunny,Intermediate,4,64.3,66.1
T2196,Trenching,Cloudy,Intermediate,1,40.1,42.9
T2197,Material Loading,Cloudy,Intermediate,10,30.0,29.3
T2198,Demolition,Sunny,Intermediate,8,96.6,100.2
T2199,Material Loading,Sunny,Intermediate,8,37.7,45.8
T2200,Trenching,Sunny,Beginner,8,46.9,67.6
T2201,Demolition,Sunny,Intermediate,3,88.2,96.2
T2202,Earth Excavation,Windy,Intermediate,6,63.8,86.1
T2203,Trenching,Cloudy,Expert,7,44.1,42.5
T2204,Earth Excavation,Cloudy,Intermediate,9,64.0,72.0
T2205,Grading,Windy,Intermediate,5,36.4,47.1
T2206,Demolition,Sunny,Intermediate,9,93.8,104.4
T2207,Trenching,Cloudy,Beginner,6,53.7,67.4
T2208,Demolition,Sunny,Beginner,10,93.1,107.4
T2209,Trenching,Cloudy,Intermediate,10,50.2,64.0
T2210,Demolition,Sunny,Intermediate,10,91.1,108.2
T2211,Grading,Windy,Intermediate,4,39.8,50.7
T2212,Grading,Sunny,Expert,1,35.0,36.9
T2213,Earth Excavation,Sunny,Beginner,1,64.0,68.3
T2214,Demolition,Cloudy,Intermediate,10,87.6,108.6
T2215,Grading,Sunny,Intermediate,5,37.3,41.5
T2216,Trenching,Rainy,Intermediate,3,46.9,68.4
T2217,Grading,Sunny,Intermediate,5,40.2,49.7
T2218,Trenching,Cloudy,Intermediate,5,45.6,54.9
T2219,Demolition,Sunny,Intermediate,1,92.9,100.2
T2220,Earth Excavation,Sunny,Expert,8,62.4,63.3
T2221,Grading,Sunny,Expert,5,37.8,42.0
T2222,Material Loading,Rainy,Intermediate,5,35.3,52.9
T2223,Earth Excavation,Sunny,Beginner,9,61.7,77.8
T2224,Earth Excavation,Sunny,Expert,8,66.2,73.6
T2225,Earth Excavation,Sunny,Intermediate,1,61.5,63.4
T2226,Material Loading,Sunny,Intermediate,3,30.5,38.5
T2227,Trenching,Rainy,Intermediate,7,46.5,54.6
T2228,Material Loading,Windy,Beginner,1,24.2,44.7
T2229,Trenching,Sunny,Intermediate,1,45.3,43.9
T2230,Trenching,Rainy,Intermediate,5,46.5,64.6
T2231,Grading,Cloudy,Intermediate,9,41.4,53.1
T2232,Earth Excavation,Sunny,Intermediate,6,64.6,69.2
T2233,Demolition,Cloudy,Expert,10,98.2,103.4
T2234,Demolition,Sunny,Intermediate,2,94.3,105.4
T2235,Material Loading,Rainy,Beginner,9,44.0,65.4
T2236,Material Loading,Sunny,Intermediate,6,34.5,44.1
T2237,Demolition,Cloudy,Expert,5,89.9,90.7
T2238,Earth Excavation,Cloudy,Expert,5,65.0,65.7
T2239,Earth Excavation,Sunny,Intermediate,3,66.3,65.0
T2240,Earth Excavation,Sunny,Intermediate,6,64.4,73.9
T2241,Grading,Windy,Expert,4,30.6,36.1
T2242,Earth Excavation,Sunny,Intermediate,10,66.7,70.1
T2243,Material Loading,Rainy,Beginner,2,29.1,51.4
T2244,Demolition,Windy,Intermediate,3,87.5,102.0
T2245,Demolition,Cloudy,Intermediate,9,95.1,104.2
T2246,Material Loading,Rainy,Intermediate,9,29.9,47.3
T2247,Earth Excavation,Cloudy,Intermediate,6,66.1,77.4
T2248,Grading,Cloudy,Intermediate,10,42.2,57.8
T2249,Material Loading,Rainy,Expert,10,34.7,44.3
T2250,Earth Excavation,Rainy,Expert,9,62.8,67.1
T2251,Earth Excavation,Sunny,Expert,4,61.4,58.5
T2252,Demolition,Windy,Expert,5,89.5,94.9
T2253,Material Loading,Cloudy,Beginner,10,34.8,40.6
T2254,Grading,Sunny,Intermediate,6,29.5,35.7
T2255,Demolition,Cloudy,Intermediate,9,94.8,112.6
T2256,Material Loading,Rainy,Expert,5,32.8,45.5
T2257,Material Loading,Sunny,Intermediate,8,36.5,42.5
T2258,Trenching,Rainy,Expert,1,46.4,58.5
T2259,Trenching,Sunny,Intermediate,5,50.4,54.4
T2260,Trenching,Cloudy,Expert,10,51.6,56.2
T2261,Grading,Sunny,Beginner,1,38.6,48.6
T2262,Material Loading,Cloudy,Intermediate,10,42.9,45.9
T2263,Demolition,Rainy,Expert,6,94.3,102.4
T2264,Trenching,Sunny,Beginner,7,49.1,67.5
T2265,Material Loading,Windy,Expert,5,36.1,40.4
T2266,Material Loading,Rainy,Beginner,1,29.1,49.2
T2267,Material Loading,Sunny,Intermediate,6,32.6,27.7
T2268,Grading,Rainy,Intermediate,10,41.3,59.9
T2269,Earth Excavation,Cloudy,Intermediate,5,62.7,71.8
T2270,Material Loading,Sunny,Intermediate,6,33.2,38.8
T2271,Earth Excavation,Sunny,Intermediate,10,67.7,75.5
T2272,Trenching,Sunny,Beginner,7,43.4,60.0
T2273,Material Loading,Sunny,Beginner,7,39.6,48.2
T2274,Material Loading,Cloudy,Intermediate,2,32.5,34.9
T2275,Demolition,Rainy,Intermediate,3,90.3,107.0
T2276,Material Loading,Sunny,Expert,6,37.9,48.0
T2277,Grading,Sunny,Intermediate,3,36.8,40.7
T2278,Material Loading,Sunny,Intermediate,2,31.4,35.4
T2279,Material Loading,Windy,Intermediate,4,31.4,43.9
T2280,Earth Excavation,Sunny,Beginner,5,66.9,81.2
T2281,Earth Excavation,Windy,Intermediate,10,65.0,85.8
T2282,Trenching,Rainy,Expert,9,47.8,61.2
T2283,Material Loading,Sunny,Expert,3,34.5,26.7
T2284,Earth Excavation,Windy,Intermediate,3,65.0,78.0
T2285,Earth Excavation,Rainy,Intermediate,6,67.8,84.6
T2286,Earth Excavation,Cloudy,Expert,5,64.4,75.9
T2287,Demolition,Windy,Intermediate,6,96.4,109.8
T2288,Trenching,Sunny,Beginner,7,47.7,56.0
T2289,Material Loading,Sunny,Beginner,3,34.6,37.6
T2290,Earth Excavation,Cloudy,Intermediate,5,64.7,73.2
T2291,Material Loading,Sunny,Expert,8,35.6,43.2
T2292,Trenching,Sunny,Intermediate,4,42.3,41.4
T2293,Earth Excavation,Sunny,Beginner,10,63.8,75.0
T2294,Material Loading,Sunny,Intermediate,2,30.9,43.3
